fecha,valor
2023-02-28 13:01:57,4798.6875
2023-02-28 13:02:00,4799.9818
2023-02-28 13:02:01,4800.4
2023-02-28 13:02:02,4800.6769
2023-02-28 13:02:04,4799.5765
2023-02-28 13:02:09,4798.8952
2023-02-28 13:02:11,4798.7182
2023-02-28 13:02:28,4798.0759
2023-02-28 13:03:52,4797.5694
2023-02-28 13:04:00,4796.3614
2023-02-28 13:04:04,4795.6224
2023-02-28 13:04:05,4795.4013
2023-02-28 13:04:09,4794.8963
2023-02-28 13:05:21,4794.7321
2023-02-28 13:06:45,4794.35
2023-02-28 13:07:10,4794.1293
2023-02-28 13:07:11,4793.8947
2023-02-28 13:07:32,4792.5587
2023-02-28 13:07:42,4792.2802
2023-02-28 13:07:43,4791.9824
2023-02-28 13:07:44,4791.6009
2023-02-28 13:07:47,4791.2509
2023-02-28 13:08:59,4791.0184
2023-02-28 13:09:03,4790.6271
2023-02-28 13:09:05,4790.45
2023-02-28 13:09:48,4790.2787
2023-02-28 13:09:53,4789.5538
2023-02-28 13:10:24,4789.4356
2023-02-28 13:10:30,4789.2948
2023-02-28 13:10:34,4789.1875
2023-02-28 13:10:36,4789.0833
2023-02-28 13:10:37,4788.9821
2023-02-28 13:11:18,4788.8697
2023-02-28 13:12:23,4788.6815
2023-02-28 13:12:25,4788.6041
2023-02-28 13:12:26,4788.5413
2023-02-28 13:12:28,4788.4803
2023-02-28 13:12:29,4788.4217
2023-02-28 13:12:30,4788.2548
2023-02-28 13:12:31,4788.2019
2023-02-28 13:13:37,4788.1384
2023-02-28 13:13:38,4788.0765
2023-02-28 13:13:50,4788.028
2023-02-28 13:15:01,4787.9806
2023-02-28 13:15:02,4787.8017
2023-02-28 13:15:56,4787.7378
2023-02-28 13:16:04,4787.6747
2023-02-28 13:16:05,4787.6022
2023-02-28 13:16:06,4787.5215
2023-02-28 13:16:07,4787.1747
2023-02-28 13:16:08,4786.901
2023-02-28 13:16:09,4786.7265
2023-02-28 13:16:10,4786.633
2023-02-28 13:16:11,4786.5404
2023-02-28 13:16:13,4786.4411
2023-02-28 13:16:15,4786.3438
2023-02-28 13:16:19,4786.2378
2023-02-28 13:16:42,4786.1346
2023-02-28 13:16:43,4786.0325
2023-02-28 13:16:44,4785.804
2023-02-28 13:16:45,4785.6923
2023-02-28 13:16:46,4785.0554
2023-02-28 13:16:48,4784.7565
2023-02-28 13:16:54,4784.5654
2023-02-28 13:16:56,4784.4644
2023-02-28 13:17:05,4784.3591
2023-02-28 13:17:11,4782.7149
2023-02-28 13:17:15,4782.6127
2023-02-28 13:17:16,4782.4111
2023-02-28 13:17:24,4781.9504
2023-02-28 13:17:39,4781.8574
2023-02-28 13:17:43,4781.7789
2023-02-28 13:19:03,4781.7014
2023-02-28 13:19:12,4781.6053
2023-02-28 13:19:13,4781.3257
2023-02-28 13:19:24,4781.2236
2023-02-28 13:19:25,4780.8268
2023-02-28 13:19:30,4780.6366
2023-02-28 13:19:31,4780.543
2023-02-28 13:19:39,4780.3591
2023-02-28 13:19:42,4780.2686
2023-02-28 13:20:02,4780.1896
2023-02-28 13:20:06,4780.1175
2023-02-28 13:20:12,4779.6753
2023-02-28 13:20:14,4779.6201
2023-02-28 13:20:23,4779.4061
2023-02-28 13:20:41,4779.3654
2023-02-28 13:20:44,4779.3252
2023-02-28 13:20:50,4779.2848
2023-02-28 13:20:51,4779.2062
2023-02-28 13:21:09,4779.157
2023-02-28 13:21:11,4779.1035
2023-02-28 13:21:13,4779.0501
2023-02-28 13:21:15,4778.893
2023-02-28 13:21:18,4778.6766
2023-02-28 13:21:19,4778.6275
2023-02-28 13:21:23,4778.5788
2023-02-28 13:21:32,4778.535
2023-02-28 13:21:50,4778.407
2023-02-28 13:21:51,4778.3246
2023-02-28 13:21:52,4778.2486
2023-02-28 13:21:55,4778.1741
2023-02-28 13:21:58,4778.1479
2023-02-28 13:21:59,4778.121
2023-02-28 13:22:16,4778.0656
2023-02-28 13:22:31,4778.0371
2023-02-28 13:22:48,4777.9724
2023-02-28 13:22:49,4777.9359
2023-02-28 13:23:02,4777.8542
2023-02-28 13:23:03,4777.8137
2023-02-28 13:23:05,4777.7737
2023-02-28 13:24:03,4777.6865
2023-02-28 13:24:07,4777.6433
2023-02-28 13:24:09,4777.5576
2023-02-28 13:24:25,4777.3735
2023-02-28 13:24:27,4777.3284
