fecha,valor
2023-03-06 13:00:55,4785
2023-03-06 13:01:09,4788.75
2023-03-06 13:01:36,4789
2023-03-06 13:01:38,4789.2857
2023-03-06 13:01:46,4789.4444
2023-03-06 13:01:48,4789.5
2023-03-06 13:01:50,4789.5833
2023-03-06 13:01:52,4789.6154
2023-03-06 13:01:53,4789.8125
2023-03-06 13:02:49,4789.6471
2023-03-06 13:02:50,4789.4444
2023-03-06 13:02:55,4789.2632
2023-03-06 13:03:39,4789.2
2023-03-06 13:03:40,4789.1548
2023-03-06 13:03:42,4789.125
2023-03-06 13:03:43,4789.1146
2023-03-06 13:03:44,4789.175
2023-03-06 13:03:57,4789.285
2023-03-06 13:04:38,4789.1468
2023-03-06 13:04:40,4789.1985
2023-03-06 13:07:15,4788.8721
2023-03-06 13:07:24,4787.5066
2023-03-06 13:07:25,4786.9063
2023-03-06 13:07:34,4786.628
2023-03-06 13:08:41,4786.256
2023-03-06 13:11:19,4785.8337
2023-03-06 13:13:33,4785.283
2023-03-06 13:13:34,4784.8011
2023-03-06 13:16:08,4784.3725
2023-03-06 13:16:13,4783.9197
2023-03-06 13:16:14,4781.9015
2023-03-06 13:16:15,4781.1736
2023-03-06 13:16:23,4780.4559
2023-03-06 13:16:24,4780.1072
2023-03-06 13:16:25,4779.7703
2023-03-06 13:16:26,4779.4397
2023-03-06 13:16:27,4779.1193
2023-03-06 13:16:33,4778.8542
2023-03-06 13:19:00,4778.1305
2023-03-06 13:19:05,4777.9
2023-03-06 13:19:06,4777.6749
2023-03-06 13:19:07,4777.4536
2023-03-06 13:19:22,4777.271
2023-03-06 13:19:23,4776.8708
2023-03-06 13:19:28,4776.7237
2023-03-06 13:19:29,4776.4581
2023-03-06 13:19:32,4776.3508
2023-03-06 13:19:33,4776.2471
2023-03-06 13:19:34,4775.8327
2023-03-06 13:19:36,4775.7732
2023-03-06 13:19:39,4775.7273
2023-03-06 13:20:05,4775.6764
2023-03-06 13:20:10,4775.6328
2023-03-06 13:20:11,4775.5485
2023-03-06 13:20:13,4775.468
2023-03-06 13:20:14,4775.3911
2023-03-06 13:21:53,4775.3591
2023-03-06 13:21:56,4775.3499
2023-03-06 13:22:00,4775.342
2023-03-06 13:22:01,4775.3394
2023-03-06 13:22:02,4775.3957
2023-03-06 13:22:03,4775.4162
2023-03-06 13:24:01,4775.3885
2023-03-06 13:24:11,4775.3464
2023-03-06 13:24:12,4775.2965
2023-03-06 13:24:13,4775.2466
2023-03-06 13:24:33,4775.1506
2023-03-06 13:24:58,4775.1084
2023-03-06 13:25:00,4775.0666
2023-03-06 13:25:01,4775.0255
2023-03-06 13:25:04,4775.0084
2023-03-06 13:25:25,4774.973
2023-03-06 13:25:31,4774.9688
2023-03-06 13:25:32,4774.9674
2023-03-06 13:25:46,4774.9605
2023-03-06 13:25:47,4774.9609
2023-03-06 13:25:48,4774.9612
2023-03-06 13:25:54,4774.9388
2023-03-06 13:26:00,4774.9316
2023-03-06 13:26:14,4774.8766
2023-03-06 13:26:34,4774.8551
2023-03-06 13:26:52,4774.8192
2023-03-06 13:27:34,4774.7982
2023-03-06 13:29:45,4774.7645
2023-03-06 13:29:47,4774.7598
2023-03-06 13:29:57,4774.765
2023-03-06 13:29:59,4774.7742
2023-03-06 13:30:00,4774.8048
2023-03-06 13:30:44,4774.8409
2023-03-06 13:30:59,4774.8839
2023-03-06 13:31:00,4774.9077
2023-03-06 13:31:08,4774.9148
2023-03-06 13:31:12,4774.9154
2023-03-06 13:31:28,4774.9256
2023-03-06 13:31:30,4774.9389
2023-03-06 13:31:31,4774.952
2023-03-06 13:31:32,4774.9681
2023-03-06 13:31:36,4774.9872
2023-03-06 13:31:38,4774.9994
2023-03-06 13:31:42,4775.017
2023-03-06 13:31:43,4775.0291
2023-03-06 13:31:45,4775.0405
2023-03-06 13:31:50,4775.0412
2023-03-06 13:31:51,4775.0409
2023-03-06 13:32:18,4775.0407
2023-03-06 13:33:04,4775.0266
2023-03-06 13:33:05,4775.0231
2023-03-06 13:33:06,4775.0197
2023-03-06 13:33:07,4775.0196
2023-03-06 13:33:30,4775.0166
2023-03-06 13:33:40,4775.0125
2023-03-06 13:33:42,4775.0073
2023-03-06 13:34:07,4774.9959
2023-03-06 13:34:18,4774.979
2023-03-06 13:34:19,4774.9623
2023-03-06 13:34:23,4774.9461
2023-03-06 13:34:25,4774.9297
2023-03-06 13:34:53,4774.929
2023-03-06 13:34:54,4774.9278
2023-03-06 13:34:57,4774.923
2023-03-06 13:36:43,4774.9229
2023-03-06 13:36:44,4774.9313
2023-03-06 13:36:45,4774.9531
2023-03-06 13:36:53,4774.9585
2023-03-06 13:36:56,4774.9587
2023-03-06 13:37:13,4774.9438
2023-03-06 13:37:59,4774.9262
2023-03-06 13:38:02,4774.8845
2023-03-06 13:38:03,4774.8627
