fecha,valor
2023-02-24 13:00:59,4880
2023-02-24 13:02:09,4879.3333
2023-02-24 13:02:38,4878.125
2023-02-24 13:03:11,4876.54
2023-02-24 13:03:12,4874.7
2023-02-24 13:05:36,4874
2023-02-24 13:05:39,4874.2462
2023-02-24 13:05:40,4874.6967
2023-02-24 13:05:41,4874.8813
2023-02-24 13:05:47,4875.0588
2023-02-24 13:06:20,4874.8421
2023-02-24 13:06:21,4874.4705
2023-02-24 13:06:37,4874.3239
2023-02-24 13:06:38,4874.2688
2023-02-24 13:06:42,4874.298
2023-02-24 13:06:50,4874.2096
2023-02-24 13:07:37,4874.0574
2023-02-24 13:07:40,4873.7845
2023-02-24 13:07:41,4873.6583
2023-02-24 13:07:46,4873.4442
2023-02-24 13:07:47,4872.7077
2023-02-24 13:08:14,4872.5519
2023-02-24 13:08:18,4872.26
2023-02-24 13:08:19,4872.1251
2023-02-24 13:08:20,4871.7245
2023-02-24 13:09:01,4871.5821
2023-02-24 13:09:04,4871.314
2023-02-24 13:09:07,4870.8435
2023-02-24 13:09:08,4870.7376
2023-02-24 13:09:27,4870.444
2023-02-24 13:09:49,4870.266
2023-02-24 13:09:52,4870.1818
2023-02-24 13:09:55,4870.1005
2023-02-24 13:09:56,4869.8021
2023-02-24 13:09:57,4869.7335
2023-02-24 13:09:58,4869.4213
2023-02-24 13:10:01,4869.3644
2023-02-24 13:11:07,4869.3736
2023-02-24 13:11:34,4869.3256
2023-02-24 13:11:35,4869.2335
2023-02-24 13:11:36,4869.0868
2023-02-24 13:11:54,4868.8451
2023-02-24 13:11:58,4868.7853
2023-02-24 13:12:22,4868.6904
2023-02-24 13:12:23,4868.5736
2023-02-24 13:12:24,4868.4585
2023-02-24 13:12:25,4868.0794
2023-02-24 13:12:27,4867.9422
2023-02-24 13:12:50,4867.8192
2023-02-24 13:12:51,4867.6901
2023-02-24 13:12:54,4866.6991
2023-02-24 13:13:00,4866.591
2023-02-24 13:13:12,4866.3793
2023-02-24 13:14:45,4866.2846
2023-02-24 13:14:57,4866.2241
2023-02-24 13:15:14,4866.1287
2023-02-24 13:15:45,4866.0331
2023-02-24 13:16:53,4865.9861
2023-02-24 13:17:52,4865.8244
2023-02-24 13:18:01,4865.674
2023-02-24 13:18:27,4865.6078
2023-02-24 13:18:32,4865.5428
2023-02-24 13:18:37,4865.4789
2023-02-24 13:18:40,4865.4161
2023-02-24 13:18:42,4865.3543
2023-02-24 13:19:01,4865.2853
2023-02-24 13:19:51,4865.242
2023-02-24 13:19:52,4865.1574
2023-02-24 13:20:01,4865.1162
2023-02-24 13:21:29,4864.9813
2023-02-24 13:21:49,4864.9111
2023-02-24 13:21:50,4864.8343
2023-02-24 13:21:51,4863.9851
2023-02-24 13:21:53,4863.6848
2023-02-24 13:22:19,4863.4477
2023-02-24 13:22:41,4863.3556
2023-02-24 13:22:53,4863.2512
2023-02-24 13:23:49,4863.1309
2023-02-24 13:24:03,4862.9821
2023-02-24 13:25:47,4862.7022
2023-02-24 13:25:50,4862.3414
2023-02-24 13:25:58,4862.221
2023-02-24 13:26:02,4862.102
2023-02-24 13:26:04,4861.9814
2023-02-24 13:26:07,4860.4812
2023-02-24 13:26:40,4859.2829
2023-02-24 13:26:41,4859.131
2023-02-24 13:26:46,4858.9532
2023-02-24 13:26:50,4858.6361
2023-02-24 13:26:52,4858.3259
2023-02-24 13:28:26,4858.1787
2023-02-24 13:28:31,4857.7624
2023-02-24 13:28:38,4857.6265
2023-02-24 13:29:17,4856.3544
2023-02-24 13:29:29,4855.9633
2023-02-24 13:29:35,4855.8788
2023-02-24 13:29:36,4855.7212
2023-02-24 13:29:37,4855.5716
2023-02-24 13:29:38,4855.4249
2023-02-24 13:30:06,4855.3613
2023-02-24 13:30:08,4855.2984
2023-02-24 13:30:15,4855.1996
2023-02-24 13:30:16,4855.138
2023-02-24 13:30:29,4855.0162
2023-02-24 13:30:30,4854.957
2023-02-24 13:30:31,4854.7252
2023-02-24 13:30:32,4854.3927
2023-02-24 13:30:33,4854.0789
2023-02-24 13:30:34,4853.5497
2023-02-24 13:30:35,4853.2456
2023-02-24 13:30:36,4853.1691
2023-02-24 13:30:42,4853.1455
2023-02-24 13:30:46,4853.1201
2023-02-24 13:30:47,4852.9637
2023-02-24 13:30:49,4852.9343
2023-02-24 13:30:50,4852.8052
2023-02-24 13:30:54,4852.7879
2023-02-24 13:30:56,4852.7725
2023-02-24 13:30:59,4852.7587
2023-02-24 13:31:05,4852.7188
2023-02-24 13:31:09,4852.6573
2023-02-24 13:31:11,4852.6481
2023-02-24 13:31:17,4852.5894
2023-02-24 13:31:26,4852.567
2023-02-24 13:31:35,4852.5414
2023-02-24 13:31:36,4852.5075
2023-02-24 13:31:38,4852.4722
2023-02-24 13:31:50,4852.4474
2023-02-24 13:32:14,4852.1404
2023-02-24 13:32:17,4852.0432
2023-02-24 13:32:18,4851.5924
2023-02-24 13:32:19,4851.3469
2023-02-24 13:32:20,4851.2688
2023-02-24 13:32:22,4851.0448
2023-02-24 13:32:26,4850.9734
2023-02-24 13:32:31,4850.8352
2023-02-24 13:32:38,4850.813
2023-02-24 13:32:39,4850.7618
2023-02-24 13:32:40,4850.736
2023-02-24 13:32:41,4850.7104
2023-02-24 13:32:42,4850.5842
2023-02-24 13:33:06,4850.5525
2023-02-24 13:33:07,4850.4435
2023-02-24 13:33:23,4850.3747
2023-02-24 13:34:03,4850.3469
2023-02-24 13:34:08,4850.318
2023-02-24 13:34:11,4850.2795
2023-02-24 13:34:54,4850.2484
2023-02-24 13:35:46,4850.225
2023-02-24 13:35:55,4850.1736
2023-02-24 13:35:59,4850.148
