fecha,valor
2023-02-20 13:15:21,4895
2023-02-20 13:15:34,4887.5
2023-02-20 13:15:38,4885.8333
2023-02-20 13:16:48,4887.1111
2023-02-20 13:16:55,4888.2
2023-02-20 13:17:00,4889.1818
2023-02-20 13:17:02,4890.8462
2023-02-20 13:17:59,4891.3571
2023-02-20 13:19:01,4892.8235
2023-02-20 13:19:04,4893.2222
2023-02-20 13:23:12,4893.1579
2023-02-20 13:23:14,4893.1
2023-02-20 13:23:15,4893
2023-02-20 13:23:16,4892.9565
2023-02-20 13:26:50,4892.8333
2023-02-20 13:28:50,4892.6154
2023-02-20 13:30:39,4892.896
2023-02-20 13:30:50,4893.0413
2023-02-20 13:30:52,4893.1963
2023-02-20 13:31:14,4893.5906
2023-02-20 13:31:15,4894.0578
2023-02-20 13:31:27,4894.6047
2023-02-20 13:31:38,4894.8456
2023-02-20 13:31:39,4895.571
2023-02-20 13:31:55,4895.7891
2023-02-20 13:32:11,4895.9757
2023-02-20 13:40:47,4897.6705
2023-02-20 13:40:49,4897.7947
2023-02-20 13:40:57,4898.0009
2023-02-20 13:41:05,4898.0829
2023-02-20 13:43:39,4898.1167
2023-02-20 13:43:41,4898.1497
2023-02-20 13:43:42,4898.1819
2023-02-20 13:43:43,4898.2134
2023-02-20 13:43:53,4898.2333
2023-02-20 13:44:40,4898.2419
2023-02-20 13:45:02,4898.3928
2023-02-20 13:45:13,4898.3991
2023-02-20 13:45:52,4898.4591
2023-02-20 13:45:54,4898.5256
2023-02-20 13:46:05,4898.5857
2023-02-20 13:46:06,4898.6446
2023-02-20 13:46:07,4898.7024
2023-02-20 13:46:08,4898.7639
2023-02-20 13:46:46,4898.8232
2023-02-20 13:46:47,4898.8824
2023-02-20 13:47:01,4899.2644
2023-02-20 13:47:08,4899.3376
2023-02-20 13:47:09,4899.41
2023-02-20 13:47:10,4899.4819
2023-02-20 13:47:11,4899.6134
2023-02-20 13:47:12,4899.7489
2023-02-20 13:48:56,4899.8106
2023-02-20 13:49:45,4900.0002
2023-02-20 13:49:47,4901.0554
2023-02-20 13:50:05,4901.1345
2023-02-20 13:50:11,4901.226
2023-02-20 13:50:18,4902.1315
2023-02-20 13:51:24,4902.441
2023-02-20 13:51:47,4902.7348
2023-02-20 13:52:11,4902.7932
2023-02-20 13:52:30,4902.8573
2023-02-20 13:52:31,4902.9267
2023-02-20 13:52:32,4902.9954
2023-02-20 13:52:42,4903.0631
2023-02-20 13:52:51,4903.13
2023-02-20 13:52:56,4903.1962
2023-02-20 13:53:14,4903.326
2023-02-20 13:53:22,4903.4017
2023-02-20 13:53:42,4903.4884
2023-02-20 13:54:01,4903.5876
2023-02-20 13:54:32,4903.6802
2023-02-20 13:54:57,4903.7719
2023-02-20 13:54:58,4903.8624
2023-02-20 13:56:00,4904.0272
2023-02-20 13:56:01,4904.1113
2023-02-20 13:56:02,4904.2015
2023-02-20 13:56:09,4904.5069
2023-02-20 13:56:10,4904.7991
2023-02-20 13:56:11,4905.0789
2023-02-20 13:56:12,4905.1418
2023-02-20 13:56:13,4905.2039
2023-02-20 13:56:53,4905.2707
2023-02-20 13:56:54,4905.3367
2023-02-20 13:57:13,4905.3892
2023-02-20 13:57:14,4905.454
2023-02-20 13:57:15,4905.5181
2023-02-20 13:57:37,4905.577
2023-02-20 13:57:40,4905.6353
2023-02-20 13:57:51,4905.701
2023-02-20 13:57:52,4905.8539
2023-02-20 13:57:58,4906.1396
2023-02-20 13:58:09,4906.5584
2023-02-20 13:58:14,4906.9471
2023-02-20 13:58:16,4907.1312
2023-02-20 13:58:31,4907.1679
2023-02-20 13:58:33,4907.2043
2023-02-20 13:58:34,4907.3096
2023-02-20 14:00:26,4907.3168
2023-02-20 14:01:08,4907.3497
2023-02-20 14:01:21,4907.6993
2023-02-20 14:03:11,4907.869
2023-02-20 14:03:12,4907.9621
2023-02-20 14:03:13,4908.0537
2023-02-20 14:03:22,4908.0974
2023-02-20 14:03:23,4908.3806
2023-02-20 14:04:14,4908.4178
2023-02-20 14:04:23,4908.4992
2023-02-20 14:04:24,4908.5793
2023-02-20 14:04:26,4908.7359
2023-02-20 14:04:35,4908.7758
2023-02-20 14:04:36,4908.8547
2023-02-20 14:04:37,4908.9087
2023-02-20 14:06:02,4909.0615
2023-02-20 14:09:15,4909.1117
2023-02-20 14:09:17,4909.1366
2023-02-20 14:10:19,4909.1616
2023-02-20 14:10:39,4909.1946
2023-02-20 14:11:51,4909.25
2023-02-20 14:12:12,4909.274
2023-02-20 14:12:35,4909.2942
2023-02-20 14:13:23,4909.3055
2023-02-20 14:13:29,4909.3596
2023-02-20 14:13:36,4909.3757
2023-02-20 14:13:37,4909.4108
2023-02-20 14:14:24,4909.4368
2023-02-20 14:14:27,4909.4592
2023-02-20 14:14:29,4909.478
2023-02-20 14:14:31,4909.4934
2023-02-20 14:14:35,4909.5086
2023-02-20 14:16:34,4909.542
2023-02-20 14:16:48,4909.5569
2023-02-20 14:17:31,4909.5886
2023-02-20 14:17:32,4909.6202
2023-02-20 14:17:37,4909.6512
2023-02-20 14:17:38,4909.6819
2023-02-20 14:17:52,4910.2089
2023-02-20 14:17:53,4910.4247
2023-02-20 14:17:54,4910.5287
2023-02-20 14:17:55,4910.5544
2023-02-20 14:18:16,4910.5828
2023-02-20 14:18:17,4910.6111
2023-02-20 14:18:27,4910.7225
2023-02-20 14:18:41,4910.757
2023-02-20 14:18:43,4910.7913
2023-02-20 14:19:37,4910.8269
2023-02-20 14:19:38,4910.8622
2023-02-20 14:19:47,4910.9376
2023-02-20 14:19:48,4910.9751
2023-02-20 14:19:49,4911.0125
2023-02-20 14:19:55,4911.0497
2023-02-20 14:20:23,4911.0892
2023-02-20 14:20:32,4911.1407
2023-02-20 14:21:02,4911.2852
2023-02-20 14:21:04,4911.5646
2023-02-20 14:22:53,4911.6014
2023-02-20 14:22:57,4911.6353
2023-02-20 14:23:03,4911.6635
2023-02-20 14:23:39,4911.6889
2023-02-20 14:23:53,4911.7114
2023-02-20 14:24:41,4911.7406
2023-02-20 14:27:43,4911.7629
2023-02-20 14:29:01,4911.7796
2023-02-20 14:29:02,4911.7869
2023-02-20 14:30:00,4911.8345
2023-02-20 14:30:02,4911.8599
2023-02-20 14:30:04,4911.8842
2023-02-20 14:30:35,4911.9122
2023-02-20 14:30:37,4911.9415
2023-02-20 14:30:38,4911.9829
2023-02-20 14:34:33,4912.0144
2023-02-20 14:35:14,4912.0471
2023-02-20 14:35:15,4912.144
2023-02-20 14:35:33,4912.1747
2023-02-20 14:37:10,4912.2
2023-02-20 14:37:27,4912.233
2023-02-20 14:43:50,4912.2408
2023-02-20 14:43:52,4912.2378
2023-02-20 14:43:53,4912.2321
2023-02-20 14:46:53,4912.2343
2023-02-20 14:47:02,4912.2365
2023-02-20 14:47:03,4912.241
2023-02-20 14:48:18,4912.2454
2023-02-20 14:51:58,4912.2574
2023-02-20 14:54:55,4912.2716
2023-02-20 15:05:46,4912.2906
2023-02-20 15:14:43,4912.3055
2023-02-20 15:15:36,4912.3203
2023-02-20 15:15:41,4912.3356
2023-02-20 15:15:47,4912.3541
2023-02-20 15:23:37,4912.3705
2023-02-20 15:24:11,4912.3834
2023-02-20 15:34:37,4913.6919
2023-02-20 15:46:02,4913.7287
2023-02-20 15:46:09,4913.749
2023-02-20 15:51:10,4913.7861
2023-02-20 16:21:49,4913.821
2023-02-20 16:22:00,4913.8553
2023-02-20 16:22:01,4913.8891
2023-02-20 16:22:11,4913.8939
2023-02-20 16:22:21,4913.8986
2023-02-20 16:23:01,4913.9068
2023-02-20 16:23:06,4913.9149
2023-02-20 16:24:27,4913.9173
2023-02-20 16:24:28,4913.9217
2023-02-20 16:24:40,4913.9238
2023-02-20 16:24:41,4913.9279
2023-02-20 16:25:01,4913.944
2023-02-20 16:25:16,4913.948
2023-02-20 16:25:17,4913.9501
2023-02-20 16:26:11,4913.9569
2023-02-20 16:26:14,4913.957
2023-02-20 16:26:45,4913.9587
2023-02-20 16:26:50,4913.9606
2023-02-20 16:26:52,4913.9625
2023-02-20 16:26:53,4913.9644
2023-02-20 16:26:54,4913.9663
2023-02-20 16:35:01,4913.9659
2023-02-20 16:35:43,4913.9723
2023-02-20 16:35:44,4913.9793
2023-02-20 16:35:45,4913.9863
2023-02-20 16:35:53,4913.9933
2023-02-20 16:39:22,4913.9969
2023-02-20 16:41:09,4914.0041
2023-02-20 16:41:10,4914.0113
2023-02-20 16:41:12,4914.0772
2023-02-20 16:41:15,4914.0858
2023-02-20 16:41:32,4914.1202
2023-02-20 16:41:38,4914.1372
2023-02-20 16:41:39,4914.1541
2023-02-20 16:41:40,4914.1708
2023-02-20 16:41:42,4914.1875
2023-02-20 16:41:43,4914.204
2023-02-20 16:41:45,4914.2204
2023-02-20 16:41:47,4914.2367
2023-02-20 16:41:48,4914.2449
2023-02-20 16:51:14,4914.2546
2023-02-20 16:51:16,4914.2741
2023-02-20 16:51:17,4914.2935
2023-02-20 16:51:18,4914.3127
2023-02-20 16:51:20,4914.3318
2023-02-20 16:55:07,4914.3446
2023-02-20 16:55:17,4914.3582
2023-02-20 16:55:19,4914.3727
2023-02-20 16:55:21,4914.387
2023-02-20 16:55:39,4914.4034
2023-02-20 16:55:41,4914.4207
2023-02-20 17:09:11,4914.4217
2023-02-20 17:28:30,4914.4267
2023-02-20 17:35:27,4914.4321
2023-02-20 17:36:52,4914.4409
2023-02-20 17:56:47,4914.4387
